kiscourseid,title,degree_type,a_level,a_level_subjects,gcse,ib,ib_subjects,url,foundation,sandwich,yearabroad,lower_quartile_salary,median_salary,upper_quartile_salary
UBASCAAENG18,Scandinavian Studies and English,BA,AAA,"English Literature/English Language and Literature grade A required, foreign language preferred.",English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects including English A1 Literature/Language and Literature at grade 6, with no higher level score below 5. Foreign language preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-english-ba,No,No,Yes,23000,25500,30000
UBASCAAENG18,Scandinavian Studies and English,BA,AAA,"English Literature/English Language and Literature grade A required, foreign language preferred.",English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects including English A1 Literature/Language and Literature at grade 6, with no higher level score below 5. Foreign language preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-english-ba,No,No,Yes,25500,28500,35000
UBASCAAHAR18,Scandinavian Studies and History of Art,BA,ABB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5. Foreign language preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-history-art-ba,No,No,Yes,25500,28500,35000
UBASCAAHAR18,Scandinavian Studies and History of Art,BA,ABB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5. Foreign language preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-history-art-ba,No,No,Yes,25500,28000,34000
UBASCAALAT18,Scandinavian Studies and Latin,BA,ABB,"A in Latin required, foreign language preferred.",English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including 6 in Latin, with no higher level score below 5. Foreign language preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-latin-ba,No,No,Yes,25500,28500,35000
UBASCAALAT18,Scandinavian Studies and Latin,BA,ABB,"A in Latin required, foreign language preferred.",English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including 6 in Latin, with no higher level score below 5. Foreign language preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-latin-ba,No,No,Yes,25000,25000,30000
UBASCAAPHI18,Scandinavian Studies and Philosophy,BA,AAB,Please refer to UCL’s list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-philosophy-ba,No,No,Yes,25500,28500,35000
UBASCAAPHI18,Scandinavian Studies and Philosophy,BA,AAB,Please refer to UCL’s list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-philosophy-ba,No,No,Yes,24500,28000,34000
UBASCASING18,Scandinavian Studies,BA,ABB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, preferably including a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-ba,No,No,Yes,25500,28500,35000
UBASCAWFLM18,Scandinavian Studies with Film Studies,BA,ABB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-film-studies-ba,No,No,Yes,25500,28500,35000
UBASCAWMAN18,Scandinavian Studies with Management Studies,BA,AAB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5. Foreign language preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-management-studies-ba,No,No,Yes,30000,34000,47500
UBASCAWMAN18,Scandinavian Studies with Management Studies,BA,AAB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5. Foreign language preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-management-studies-ba,No,No,Yes,25500,28500,35000
UBSSCESSOC18,Science and Engineering for Social Change,BSc,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/science-and-engineering-social-change-bsc,Yes,No,No,30000,33000,39000
UBSSCESSOC18,Science and Engineering for Social Change,BSc,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/science-and-engineering-social-change-bsc,Yes,No,No,26000,28000,34000
UBASERAEES18,Serbian / Croatian and East European Studies,BA,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-east-european-studies-ba,No,No,Yes,25500,28500,35000
UBASRBAPOR18,Serbian/Croatian and Portuguese,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-portuguese-ba,No,No,Yes,25500,28500,35000
UBASRBASPA18,Serbian/Croatian and Spanish,BA,AAB,Spanish required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including Spanish grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-spanish-ba,No,No,Yes,25500,28500,35000
UBASRBASWE18,Serbian/Croatian and Swedish,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-swedish-ba,No,No,Yes,25500,28500,35000
UBASRBAUKR18,Serbian/Croatian and Ukrainian,BA,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-ukrainian-ba,No,No,Yes,25500,28500,35000
UBASRBAYID18,Serbian/Croatian and Yiddish,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Serbian/Croatian or Yiddish with no higher level score below 5,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-yiddish-ba,No,No,Yes,25500,28500,35000
UBSSSCSING18,Social Sciences,BSc,AAA,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade B or 6.,38,"A total of 18 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/social-sciences-bsc,No,No,No,23000,26500,32000
UBSSSCSING18,Social Sciences,BSc,AAA,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade B or 6.,38,"A total of 18 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/social-sciences-bsc,No,No,No,26000,28000,34000
UBSSSCSQME18,Social Sciences with Data Science,BSc,AAA,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade B or 6.,38,"A total of 18 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/social-sciences-data-science-bsc,No,No,No,30000,35000,46000
